0.4 0.0002605 2
0.5 0.0003155 2
0.6 0.0003767 2
0.7 0.0002818 2
0.8 0.0012798 2
0.9 0.0027906 2
1 0.0043241 2
1.1 0.0073072 2
1.2 0.0070279 2
1.3 0.0184554 2
1.4 0.0173397 2
