0.4 0.0002687 3
0.5 0.0003844 3
0.6 0.0002571 3
0.7 0.0003513 3
0.8 0.0011629 3
0.9 0.0031844 3
1 0.004743 3
1.1 0.007344 3
1.2 0.0073122 3
1.3 0.0201448 3
1.4 0.0189702 3
